Cpd,Formula,RT,Mass,CAS_ID,Source,Score,Algorithm,Area,Area_Pct,Peak_Height
4223,C66H109O10P,19.07,1092.7771,,FBF,57.48,FBF,,,
4224,C68H113O10P,19.824,1120.814,,FBF,58.45,FBF,,,
4225,C68H127O10P,18.966,1134.9163,,FBF,50.8,FBF,,,
4226,C69H131O10P,11.065,1150.9477,,FBF,70.95,FBF,,,
4227,C70H131O10P,17.667,1162.9447,,FBF,55.77,FBF,,,
4228,C70H121O10P,17.771,1152.8745,,FBF,50.75,FBF,,,
4229,C71H135O10P,19.902,1178.9858,,FBF,55.46,FBF,,,
4230,C71H133O10P,22.057,1176.9612,,FBF,54.4,FBF,,,
4231,C72H135O10P,21.928,1190.9712,,FBF,57.18,FBF,,,
4232,C73H141O10P,19.044,1209.0326,,FBF,51.14,FBF,,,
4233,C73H139O10P,14.185,1207.0112,,FBF,52.64,FBF,,,
4234,C73H137O10P,19.018,1204.9976,,FBF,54.98,FBF,,,
4235,C74H145O10P,21.382,1225.0657,,FBF,55.83,FBF,,,
4236,C74H137O10P,22.135,1216.9933,,FBF,52.63,FBF,,,
4237,C36H67O12P,5.711,722.434,,FBF,63.53,FBF,,,
4238,C36H65O12P,6.101,720.4225,,FBF,56.73,FBF,,,
4239,C36H59O12P,12.599,714.3797,,FBF,55.86,FBF,,,
4240,C36H57O12P,13.249,712.3582,,FBF,50.67,FBF,,,
4241,C36H55O12P,17.199,710.3451,,FBF,58.4,FBF,,,
4242,C37H61O12P,4.541,728.3891,,FBF,77.23,FBF,27697614.0,20.1,4488337.0
4243,C38H69O12P,5.763,748.4498,,FBF,56.35,FBF,,,
4244,C38H65O11P,5.529,728.425,,FBF,79.71,FBF,,,
4245,C38H63O11P,4.828,726.4106,,FBF,68.23,FBF,,,
4246,C38H61O11P,14.081,724.3911,,FBF,61.97,FBF,,,
4247,C38H59O11P,7.244,722.3795,,FBF,60.69,FBF,1655591.0,1.2,404359.0
4248,C39H75O11P,0.383,750.4994,,FBF,67.72,FBF,3497639.0,2.54,966956.0
4249,C39H61O12P,14.912,752.3848,,FBF,57.87,FBF,,,
4250,C40H75O11P,4.671,762.504,,FBF,77.89,FBF,21727273.0,15.77,4512959.0
4251,C40H69O12P,18.732,772.453,,FBF,71.88,FBF,,,
4252,C40H67O12P,4.906,770.4381,,FBF,50.4,FBF,,,
4253,C40H63O12P,18.317,766.409,,FBF,61.8,FBF,,,
4254,C41H77O12P,10.0,792.5216,,FBF,64.18,FBF,,,
4255,C42H81O11P,14.731,792.5466,,FBF,50.74,FBF,,,
4256,C42H79O12P,4.75,806.5299,,FBF,75.38,FBF,34765323.0,25.23,4024607.0
4257,C42H75O11P,16.758,786.5021,,FBF,58.92,FBF,,,
4258,C42H73O11P,4.671,784.4859,,FBF,66.49,FBF,21727273.0,15.77,4512959.0
4259,C43H83O11P,20.006,806.5652,,FBF,54.48,FBF,,,
4260,C44H77O12P,4.75,828.5118,,FBF,63.74,FBF,34765323.0,25.23,4024607.0
4261,C45H77O12P,5.633,840.5147,,FBF,65.31,FBF,,,
4262,C46H89O11P,16.03,848.6112,,FBF,50.59,FBF,,,
4263,C46H87O12P,14.159,862.5955,,FBF,50.42,FBF,,,
4264,C46H81O11P,14.367,840.5515,,FBF,61.88,FBF,,,
4265,C46H75O12P,21.304,850.5038,,FBF,63.7,FBF,,,
4266,C47H85O11P,13.067,856.587,,FBF,55.51,FBF,,,
4267,C48H89O11P,16.524,872.6165,,FBF,56.31,FBF,,,
4268,C48H81O11P,12.443,864.5535,,FBF,52.15,FBF,,,
4269,C48H81O12P,13.327,880.5441,,FBF,55.15,FBF,,,
4270,C49H91O11P,19.096,886.6231,,FBF,68.13,FBF,,,
4271,C49H87O12P,9.948,898.5921,,FBF,68.97,FBF,,,
4272,C50H89O11P,13.405,896.6181,,FBF,52.03,FBF,,,
4273,C50H85O11P,19.096,892.5819,,FBF,75.7,FBF,,,
4274,C51H97O12P,22.395,932.6723,,FBF,50.36,FBF,,,
4275,C51H95O11P,14.938,914.6668,,FBF,51.65,FBF,,,
4276,C51H93O11P,16.602,912.6484,,FBF,58.22,FBF,,,
4277,C51H89O11P,19.096,908.6052,,FBF,59.17,FBF,,,
4278,C51H89O12P,13.353,924.6071,,FBF,62.18,FBF,,,
4279,C52H101O12P,19.564,948.6947,,FBF,51.74,FBF,,,
4280,C52H97O12P,18.81,944.6646,,FBF,50.51,FBF,,,
4281,C52H87O11P,14.809,918.5964,,FBF,50.29,FBF,,,
4282,C53H103O12P,19.226,962.724,,FBF,51.48,FBF,,,
4283,C53H97O12P,14.912,956.6738,,FBF,51.11,FBF,,,
4284,C53H89O11P,14.912,932.6122,,FBF,55.07,FBF,,,
4285,C54H99O11P,17.173,954.6923,,FBF,59.2,FBF,,,
4286,C54H99O12P,18.758,970.6877,,FBF,55.98,FBF,,,
4287,C55H103O12P,19.98,986.71,,FBF,59.36,FBF,,,
4288,C55H99O11P,21.85,966.7003,,FBF,53.15,FBF,,,
4289,C56H107O11P,20.759,986.7515,,FBF,50.63,FBF,,,
4290,C56H103O11P,18.161,982.724,,FBF,53.8,FBF,,,
4291,C57H105O12P,19.434,1012.7246,,FBF,54.21,FBF,,,
4292,C57H101O11P,14.783,992.7075,,FBF,51.71,FBF,,,
4293,C58H113O11P,18.836,1016.8076,,FBF,51.53,FBF,,,
4294,C58H109O11P,17.745,1012.7772,,FBF,57.03,FBF,,,
4295,C58H107O11P,16.342,1010.7566,,FBF,50.48,FBF,,,
4296,C58H103O11P,20.577,1006.7216,,FBF,56.17,FBF,,,
4297,C59H115O11P,14.705,1030.8113,,FBF,52.78,FBF,,,
4298,C59H113O11P,22.161,1028.8078,,FBF,51.91,FBF,,,
4299,C59H109O11P,22.759,1024.7728,,FBF,50.62,FBF,,,
4300,C59H105O12P,22.213,1036.741,,FBF,68.21,FBF,,,
4301,C60H105O12P,14.912,1048.7408,,FBF,50.19,FBF,,,
4302,C61H117O11P,14.445,1056.8343,,FBF,58.03,FBF,,,
4303,C61H109O11P,17.147,1048.7769,,FBF,72.35,FBF,,,
4304,C62H121O12P,19.278,1088.8559,,FBF,55.78,FBF,,,
4305,C62H115O11P,17.953,1066.8215,,FBF,51.4,FBF,,,
4306,C62H113O11P,17.927,1064.8059,,FBF,55.46,FBF,69640019.0,50.53,3554556.0
4307,C62H107O12P,17.044,1074.7478,,FBF,51.3,FBF,,,
4308,C63H119O12P,17.667,1098.8445,,FBF,51.23,FBF,,,
4309,C63H117O12P,21.538,1096.827,,FBF,50.16,FBF,,,
4310,C63H115O12P,21.694,1094.8151,,FBF,58.34,FBF,,,
4311,C63H113O11P,15.9,1076.8041,,FBF,74.26,FBF,,,
4312,C64H125O11P,18.369,1100.8976,,FBF,56.29,FBF,,,
4313,C64H123O12P,18.213,1114.869,,FBF,53.99,FBF,,,
4314,C64H119O12P,21.694,1110.8451,,FBF,50.11,FBF,,,
4315,C64H117O11P,22.005,1092.824,,FBF,51.01,FBF,,,
4316,C64H115O11P,22.94,1090.8201,,FBF,51.11,FBF,,,
4317,C64H111O11P,17.927,1086.7886,,FBF,61.88,FBF,69640019.0,50.53,3554556.0
4318,C65H125O11P,19.278,1112.9041,,FBF,50.44,FBF,,,
4319,C65H123O11P,19.798,1110.8845,,FBF,57.7,FBF,,,
4320,C65H113O11P,16.94,1100.8054,,FBF,50.55,FBF,,,
4321,C66H127O12P,19.824,1142.9036,,FBF,50.28,FBF,,,
4322,C67H131O12P,20.707,1158.9441,,FBF,56.63,FBF,,,
4323,C67H129O11P,11.091,1140.9257,,FBF,56.54,FBF,,,
4324,C67H123O11P,19.278,1134.8822,,FBF,54.33,FBF,,,
4325,C67H119O12P,16.628,1146.8448,,FBF,64.09,FBF,,,
4326,C68H131O11P,22.135,1154.9386,,FBF,55.63,FBF,,,
4327,C68H129O11P,18.81,1152.9275,,FBF,51.47,FBF,,,
4328,C68H125O12P,17.771,1164.8973,,FBF,50.22,FBF,,,
4329,C69H133O12P,14.912,1184.9522,,FBF,57.79,FBF,,,
4330,C69H127O12P,19.174,1178.9096,,FBF,51.77,FBF,,,
4331,C69H123O12P,17.849,1174.8744,,FBF,58.55,FBF,,,
4332,C69H121O11P,14.912,1156.8746,,FBF,59.52,FBF,,,
4333,C70H135O12P,18.94,1198.9658,,FBF,50.59,FBF,,,
4334,C70H127O11P,19.148,1174.9119,,FBF,53.82,FBF,,,
4335,C71H135O12P,17.693,1210.9764,,FBF,58.62,FBF,,,
4336,C72H135O12P,19.2,1222.9699,,FBF,53.46,FBF,,,
4337,C73H139O11P,20.421,1223.0075,,FBF,57.45,FBF,,,
4338,C73H129O12P,22.239,1228.9242,,FBF,57.43,FBF,,,
4339,C74H143O11P,11.897,1239.0397,,FBF,50.4,FBF,,,
4340,C74H143O12P,19.98,1255.0288,,FBF,50.56,FBF,,,
4341,C74H131O11P,19.512,1226.944,,FBF,51.14,FBF,,,
4342,C75H143O11P,11.897,1251.0475,,FBF,50.23,FBF,,,
4343,C75H137O11P,11.897,1244.9905,,FBF,50.03,FBF,,,
4344,C76H145O11P,19.72,1265.0519,,FBF,50.59,FBF,,,
4345,C77H137O11P,18.94,1268.9932,,FBF,53.9,FBF,,,
4346,C78H153O12P,21.122,1313.114,,FBF,54.53,FBF,,,
4347,C78H149O11P,20.136,1293.0837,,FBF,57.34,FBF,,,
4348,C78H147O11P,19.018,1291.0699,,FBF,50.94,FBF,,,
4349,C78H141O11P,18.992,1285.0175,,FBF,58.4,FBF,,,
4350,C78H141O12P,11.897,1301.0164,,FBF,76.08,FBF,,,
4351,C78H139O12P,20.058,1298.9985,,FBF,59.04,FBF,,,
4352,C80H155O12P,20.603,1339.1231,,FBF,52.13,FBF,,,
4353,C80H143O12P,20.291,1327.0358,,FBF,54.39,FBF,,,
4354,C81H147O11P,21.512,1327.0695,,FBF,58.77,FBF,,,
4355,C82H149O12P,20.603,1357.0664,,FBF,50.53,FBF,,,
4356,C83H151O12P,21.071,1371.0999,,FBF,67.59,FBF,,,
4357,C85H159O11P,12.599,1387.1557,,FBF,58.37,FBF,,,
4358,C86H157O11P,19.954,1397.147,,FBF,53.47,FBF,,,
4359,C17H35O9P,7.244,414.2038,,FBF,82.54,FBF,1655591.0,1.2,404359.0
4360,C19H39O9P,7.92,442.235,,FBF,83.23,FBF,,,
4361,C20H41O9P,10.597,456.251,,FBF,50.55,FBF,,,
4362,C22H43O9P,3.527,482.2609,,FBF,63.52,FBF,,,
4363,C25H51O9P,5.633,526.3258,,FBF,55.05,FBF,,,
4364,C28H57O9P,4.125,568.3696,,FBF,73.73,FBF,,,
4365,C43H87O9P,13.275,778.6143,,FBF,54.8,FBF,,,
4366,C44H89O9P,15.822,792.6283,,FBF,58.75,FBF,,,
4367,C15H31O9P,7.244,386.1725,,FBF,84.4,FBF,1655591.0,1.2,404359.0
4368,C20H40O12P2,6.257,534.1986,,FBF,76.44,FBF,,,
4369,C23H48O12P2,3.943,578.2618,,FBF,85.98,FBF,,,
4370,C26H54O12P2,19.46,620.3112,,FBF,58.11,FBF,,,
4371,C27H56O12P2,8.96,634.3236,,FBF,63.52,FBF,,,
4372,C30H60O12P2,12.625,674.3534,,FBF,50.21,FBF,,,
4373,C32H64O12P2,4.437,702.3909,,FBF,60.44,FBF,34988729.0,25.39,6894655.0
4374,C33H68O12P2,14.938,718.4211,,FBF,59.59,FBF,,,
4375,C36H74O12P2,13.327,760.4661,,FBF,59.26,FBF,,,
4376,C37H76O12P2,5.555,774.4761,,FBF,64.58,FBF,,,
4377,C38H78O12P2,4.75,788.4984,,FBF,95.17,FBF,34765323.0,25.23,4024607.0
4378,C44H90O12P2,13.249,872.5915,,FBF,51.83,FBF,,,
4379,C45H92O12P2,14.912,886.6112,,FBF,52.49,FBF,,,
4380,C19H41O8P,3.839,428.2535,,FBF,75.52,FBF,,,
4381,C20H43O8P,4.359,442.2715,,FBF,90.12,FBF,,,
4382,C20H41O8P,12.391,440.2554,,FBF,62.25,FBF,,,
4383,C21H43O8P,7.92,454.2659,,FBF,56.41,FBF,,,
4384,C26H53O8P,5.426,524.3498,,FBF,80.69,FBF,,,
4385,C28H57O8P,22.94,552.3823,,FBF,77.34,FBF,,,
4386,C30H63O8P,10.571,582.43,,FBF,54.25,FBF,,,
4387,C26H56O11P2,4.125,606.3254,,FBF,62.76,FBF,,,
4388,C28H58O11P2,12.651,632.3454,,FBF,90.21,FBF,,,
4389,C40H73O9P,10.207,728.5004,,FBF,51.65,FBF,,,
4390,C44H81O9P,14.705,784.5633,,FBF,53.61,FBF,,,
4391,C44H79O9P,13.847,782.5477,,FBF,55.51,FBF,,,
4392,C40H77O9P,19.954,732.5257,,FBF,61.9,FBF,,,
4393,C42H75O9P,14.705,754.5177,,FBF,53.83,FBF,,,
4394,C42H73O9P,5.529,752.4942,,FBF,62.99,FBF,,,
4395,C46H89O9P,13.353,816.6241,,FBF,53.76,FBF,,,
4396,C49H99O9P,20.265,862.7008,,FBF,64.13,FBF,,,
4397,C52H105O9P,19.824,904.7518,,FBF,52.34,FBF,,,
4398,C24H49O9P,5.555,512.3129,,FBF,51.27,FBF,,,
4399,C36H69O9P,19.98,676.4653,,FBF,78.17,FBF,,,
4400,C42H71O9P,14.886,750.4881,,FBF,55.97,FBF,,,
4401,C54H107O9P,14.705,930.7642,,FBF,53.53,FBF,,,
4402,C59H117O9P,19.72,1000.845,,FBF,57.26,FBF,,,
4403,C47H87O9P,14.86,826.6088,,FBF,53.73,FBF,,,
4404,C34H65O12P,18.317,696.4211,,FBF,60.18,FBF,,,
4405,C34H63O11P,5.659,678.4054,,FBF,82.55,FBF,,,
4406,C48H91O9P,13.301,842.6334,,FBF,51.78,FBF,,,
4407,C26H51O11P,3.943,570.3138,,FBF,65.46,FBF,,,
4408,C29H53O12P,8.206,624.3283,,FBF,63.44,FBF,,,
4409,C47H91O9P,20.733,830.6401,,FBF,58.32,FBF,,,
4410,C49H95O9P,19.07,858.6697,,FBF,56.01,FBF,,,
4411,C44H83O13P,4.854,850.5559,,FBF,74.33,FBF,,,
4412,C29H57O11P,5.555,612.3689,,FBF,61.32,FBF,,,
4413,C31H57O12P,4.281,652.3531,,FBF,57.58,FBF,65500642.0,47.53,8732868.0
4414,C32H63O11P,13.899,654.4091,,FBF,65.67,FBF,,,
4415,C33H65O10P,16.602,652.4361,,FBF,62.66,FBF,,,
4416,C50H79O9P,18.836,854.5448,,FBF,51.49,FBF,,,
4417,C51H97O9P,17.459,884.6882,,FBF,53.12,FBF,,,
4418,C51H89O9P,14.783,876.6233,,FBF,52.16,FBF,,,
4419,C33H63O12P,4.411,682.411,,FBF,56.99,FBF,,,
4420,C64H127O9P,19.694,1070.9221,,FBF,55.75,FBF,,,
4421,C52H97O9P,17.615,896.6871,,FBF,53.07,FBF,,,
4422,C49H81O9P,20.032,844.5584,,FBF,56.37,FBF,,,
4423,C54H103O9P,15.9,926.7335,,FBF,58.97,FBF,,,
4424,C66H133O9P,18.966,1100.9796,,FBF,53.53,FBF,,,
4425,C50H87O9P,21.2,862.6107,,FBF,67.11,FBF,,,
4426,C52H95O9P,14.783,894.6736,,FBF,50.16,FBF,,,
4427,C52H93O9P,15.588,892.6519,,FBF,60.13,FBF,,,
4428,C54H87O9P,20.006,910.6119,,FBF,59.67,FBF,,,
4429,C51H81O9P,12.755,868.5611,,FBF,75.12,FBF,,,
4430,C29H51O12P,20.317,622.3094,,FBF,65.55,FBF,,,
4431,C56H105O9P,13.379,952.7502,,FBF,51.3,FBF,,,
4432,C52H79O9P,14.211,878.5408,,FBF,53.15,FBF,,,
4433,C31H55O12P,4.593,650.347,,FBF,61.88,FBF,,,
4434,C31H53O12P,20.006,648.3275,,FBF,52.98,FBF,,,
4435,C52H81O9P,14.419,880.5583,,FBF,60.83,FBF,,,
4436,C55H99O9P,16.914,934.7039,,FBF,51.74,FBF,,,
4437,C32H57O12P,4.724,664.3614,,FBF,76.12,FBF,,,
4438,C32H53O12P,16.03,660.3244,,FBF,93.57,FBF,,,
4439,C56H107O9P,12.183,954.764,,FBF,51.37,FBF,,,
4440,C50H83O9P,13.925,858.5736,,FBF,50.34,FBF,,,
4441,C56H99O9P,17.615,946.6988,,FBF,50.65,FBF,,,
4442,C56H101O9P,16.108,948.7183,,FBF,54.66,FBF,,,
4443,C34H59O12P,5.296,690.3742,,FBF,57.72,FBF,,,
4444,C35H63O12P,4.541,706.4062,,FBF,78.52,FBF,27697614.0,20.1,4488337.0
4445,C42H75O13P,13.691,818.4928,,FBF,52.95,FBF,,,
4446,C44H77O13P,13.223,844.513,,FBF,52.67,FBF,,,
4447,C46H83O13P,19.954,874.5555,,FBF,51.98,FBF,,,
4448,C54H83O9P,14.886,906.5701,,FBF,55.76,FBF,,,
4449,C18H31O11P,7.92,454.1609,,FBF,91.41,FBF,,,
4450,C18H31O12P,13.379,470.1565,,FBF,58.05,FBF,,,
4451,C24H47O10P,3.735,526.2873,,FBF,64.07,FBF,,,
4452,C24H47O11P,14.886,542.281,,FBF,56.22,FBF,,,
4453,C31H55O13P,12.651,666.3365,,FBF,58.45,FBF,,,
4454,C40H73O13P,6.205,792.4793,,FBF,75.77,FBF,,,
4455,C25H47O12P,3.735,570.2852,,FBF,52.49,FBF,,,
4456,C27H49O12P,4.489,596.3013,,FBF,62.71,FBF,,,
4457,C28H53O12P,4.359,612.3321,,FBF,71.25,FBF,,,
4458,C28H51O12P,8.83,610.3168,,FBF,59.05,FBF,,,
4459,C31H53O13P,12.651,664.329,,FBF,64.92,FBF,,,
4460,C27H45O12P,3.735,592.2672,,FBF,67.8,FBF,,,
4461,C34H63O13P,4.489,710.4015,,FBF,52.85,FBF,,,
4462,C34H61O13P,4.828,708.3834,,FBF,80.4,FBF,,,
4463,C42H73O13P,14.107,816.477,,FBF,50.63,FBF,,,
4464,C27H51O12P,4.099,598.3152,,FBF,74.61,FBF,83277318.0,60.43,8857146.0
4465,C29H53O13P,4.645,640.3252,,FBF,64.54,FBF,,,
4466,C29H51O13P,12.651,638.3041,,FBF,68.82,FBF,,,
4467,C30H53O13P,4.125,652.3205,,FBF,90.03,FBF,,,
4468,C29H49O13P,3.943,636.293,,FBF,68.0,FBF,,,
4469,C36H65O13P,4.619,736.4127,,FBF,66.26,FBF,,,
4470,C44H79O14P,5.659,862.5253,,FBF,60.21,FBF,,,
4471,C44H75O13P,13.665,842.4932,,FBF,63.39,FBF,,,
4472,C44H77O14P,13.899,860.5108,,FBF,71.17,FBF,,,
4473,C33H53O12P,4.281,672.3335,,FBF,53.17,FBF,65500642.0,47.53,8732868.0
4474,C35H57O13P,4.437,716.3591,,FBF,59.99,FBF,34988729.0,25.39,6894655.0
4475,C31H49O13P,12.651,660.2858,,FBF,56.16,FBF,,,
4476,C32H51O12P,4.281,658.3091,,FBF,54.58,FBF,65500642.0,47.53,8732868.0
4477,C32H51O13P,4.125,674.3025,,FBF,72.6,FBF,,,
4478,C46H69O11P,4.75,828.4561,,FBF,71.69,FBF,34765323.0,25.23,4024607.0
4479,C31H47O12P,12.651,642.2798,,FBF,55.56,FBF,,,
4480,C31H47O13P,12.651,658.2787,,FBF,84.63,FBF,,,
4481,C32H49O12P,9.376,656.2964,,FBF,58.95,FBF,,,
4482,C37H67O13P,4.671,750.4311,,FBF,70.55,FBF,21727273.0,15.77,4512959.0
4483,C38H71O13P,5.763,766.4609,,FBF,79.37,FBF,,,
4484,C46H81O13P,4.854,872.5379,,FBF,62.73,FBF,,,
4485,C33H61O13P,4.437,696.3793,,FBF,55.76,FBF,34988729.0,25.39,6894655.0
4486,C46H81O14P,14.886,888.5357,,FBF,87.77,FBF,,,
4487,C34H55O13P,4.437,702.337,,FBF,80.44,FBF,34988729.0,25.39,6894655.0
4488,C35H55O12P,6.725,698.3455,,FBF,61.23,FBF,,,
4489,C37H57O13P,18.057,740.3506,,FBF,53.3,FBF,,,
4490,C38H59O13P,13.353,754.3714,,FBF,55.74,FBF,,,
4491,C48H73O12P,4.854,872.4828,,FBF,60.85,FBF,,,
4492,C30H47O12P,3.943,630.2766,,FBF,74.82,FBF,,,
4493,C33H49O13P,4.724,684.2883,,FBF,79.31,FBF,,,
4494,C48H89O14P,17.381,920.5898,,FBF,53.24,FBF,,,
4495,C48H87O13P,13.483,902.5864,,FBF,60.5,FBF,,,
4496,C48H85O14P,4.906,916.5626,,FBF,55.51,FBF,,,
4497,C50H77O11P,4.906,884.5156,,FBF,63.37,FBF,,,
4498,C39H61O13P,14.86,768.3853,,FBF,71.65,FBF,,,
4499,C50H75O11P,5.218,882.5026,,FBF,92.6,FBF,,,
4500,C35H53O13P,10.857,712.3172,,FBF,54.85,FBF,,,
4501,C40H61O11P,14.912,748.3924,,FBF,54.99,FBF,,,
4502,C37H73O10P,19.98,708.4936,,FBF,64.05,FBF,,,
4503,C50H73O10P,18.758,864.4948,,FBF,53.44,FBF,,,
4504,C52H75O10P,12.599,890.5089,,FBF,51.9,FBF,,,
4505,C44H65O10P,4.671,784.4317,,FBF,72.91,FBF,21727273.0,15.77,4512959.0
4506,C42H80O13P2,4.854,854.508,,FBF,98.39,FBF,,,
4507,C41H78O15P2,4.854,872.4829,,FBF,64.22,FBF,,,
4508,C45H86O15P2,4.984,928.5417,,FBF,61.65,FBF,,,
4509,C45H84O15P2,5.27,926.5266,,FBF,93.22,FBF,,,
4510,C43H76O15P2,4.854,894.4665,,FBF,68.2,FBF,,,
4511,C47H82O15P2,4.984,948.514,,FBF,72.41,FBF,,,
4512,C49H90O15P2,11.325,980.5785,,FBF,53.23,FBF,,,
4513,C39H64O15P2,7.92,834.3656,,FBF,59.35,FBF,,,
4514,C42H84O15P2,18.446,890.536,,FBF,52.27,FBF,,,
4515,C44H88O15P2,16.784,918.5643,,FBF,59.29,FBF,,,
4516,C44H72O15P2,4.671,902.429,,FBF,60.33,FBF,21727273.0,15.77,4512959.0
4517,C46H88O15P2,4.984,942.5589,,FBF,97.95,FBF,,,
4518,C48H86O15P2,4.984,964.54,,FBF,80.0,FBF,,,
4519,C51H88O15P2,5.062,1002.5615,,FBF,58.44,FBF,,,
4520,C52H100O15P2,5.114,1026.6585,,FBF,60.34,FBF,,,
4521,C53H106O15P2,16.628,1044.7074,,FBF,52.01,FBF,,,
4522,C53H86O15P2,5.062,1024.5439,,FBF,56.43,FBF,,,
4523,C61H112O16P2,14.86,1162.7385,,FBF,51.29,FBF,,,
4524,C63H124O16P2,19.98,1198.828,,FBF,79.04,FBF,,,
4525,C65H108O16P2,5.296,1206.7126,,FBF,92.07,FBF,,,
4526,C54H104O16P2,5.166,1070.6846,,FBF,61.5,FBF,,,
4527,C54H100O16P2,14.835,1066.643,,FBF,51.96,FBF,,,
4528,C54H96O16P2,15.64,1062.6139,,FBF,51.26,FBF,,,
4529,C56H102O16P2,5.166,1092.6665,,FBF,69.27,FBF,,,
4530,C56H94O16P2,13.301,1084.6001,,FBF,50.21,FBF,,,
4531,C56H92O16P2,14.86,1082.5868,,FBF,71.25,FBF,,,
4532,C60H110O16P2,17.719,1148.7218,,FBF,53.02,FBF,,,
4533,C62H120O16P2,20.161,1182.8128,,FBF,53.47,FBF,,,
4534,C70H114O16P2,14.886,1272.7636,,FBF,51.47,FBF,,,
4535,C71H138O16P2,17.667,1308.9475,,FBF,50.73,FBF,,,
4536,C72H138O16P2,19.07,1320.943,,FBF,65.12,FBF,,,
4537,C73H142O16P2,19.902,1336.9708,,FBF,55.44,FBF,,,
4538,C73H136O16P2,18.992,1330.9368,,FBF,52.5,FBF,,,
4539,C73H132O16P2,19.98,1326.8985,,FBF,64.26,FBF,,,
4540,C73H130O16P2,19.98,1324.8906,,FBF,77.59,FBF,,,
4541,C74H146O16P2,19.382,1353.0131,,FBF,53.8,FBF,,,
4542,C74H142O16P2,19.98,1348.9755,,FBF,59.43,FBF,,,
4543,C74H136O16P2,17.823,1342.9304,,FBF,57.96,FBF,,,
4544,C75H128O16P2,20.006,1346.8739,,FBF,73.42,FBF,,,
4545,C75H136O16P2,20.006,1354.9331,,FBF,60.48,FBF,,,
4546,C75H134O16P2,19.98,1352.9233,,FBF,54.28,FBF,,,
4547,C75H130O16P2,19.954,1348.8816,,FBF,54.14,FBF,,,
4548,C35H69O18P3,13.899,870.3705,,FBF,84.03,FBF,,,
4549,C27H49O19P3,14.367,770.201,,FBF,58.74,FBF,,,
4550,C36H71O19P3,12.105,900.3753,,FBF,51.99,FBF,,,
4551,C39H77O19P3,13.691,942.4268,,FBF,60.48,FBF,,,
4552,C41H79O19P3,4.75,968.4362,,FBF,63.24,FBF,34765323.0,25.23,4024607.0
4553,C45H75O19P3,14.263,1012.4095,,FBF,54.15,FBF,,,
4554,C49H97O19P3,14.86,1082.5868,,FBF,76.92,FBF,,,
4555,C58H113O19P3,5.296,1206.7126,,FBF,82.68,FBF,,,
4556,C31H57O17P,13.275,732.3368,,FBF,50.15,FBF,,,
4557,C31H53O17P,4.828,728.2996,,FBF,64.31,FBF,,,
4558,C32H57O17P,14.783,744.3348,,FBF,52.49,FBF,,,
4559,C33H63O17P,4.541,762.3878,,FBF,53.87,FBF,27697614.0,20.1,4488337.0
4560,C33H57O17P,12.703,756.3398,,FBF,58.36,FBF,,,
4561,C34H59O17P,4.307,770.3508,,FBF,83.42,FBF,,,
4562,C34H55O17P,13.405,766.3234,,FBF,63.16,FBF,,,
4563,C35H65O22P,7.92,868.3675,,FBF,77.31,FBF,,,
4564,C35H63O22P,13.431,866.3518,,FBF,58.73,FBF,,,
4565,C36H61O22P,14.029,876.3386,,FBF,54.09,FBF,,,
4566,C38H67O22P,14.809,906.3829,,FBF,55.26,FBF,,,
4567,C41H69O22P,13.743,944.3946,,FBF,50.04,FBF,,,
4568,C43H79O18P,4.906,914.5053,,FBF,58.62,FBF,,,
4569,C44H75O18P,21.382,922.4647,,FBF,64.47,FBF,,,
4570,C45H77O18P,4.906,936.4872,,FBF,70.84,FBF,,,
4571,C45H73O18P,13.561,932.4521,,FBF,53.21,FBF,,,
4572,C46H75O18P,13.275,946.4602,,FBF,51.99,FBF,,,
4573,C47H87O18P,13.977,970.5676,,FBF,55.76,FBF,,,
4574,C47H81O18P,14.549,964.52,,FBF,55.82,FBF,,,
4575,C48H91O18P,13.847,986.5875,,FBF,51.29,FBF,,,
4576,C49H93O18P,14.731,1000.6165,,FBF,54.33,FBF,,,
4577,C49H89O18P,13.795,996.5811,,FBF,51.86,FBF,,,
4578,C49H85O18P,5.036,992.5437,,FBF,60.48,FBF,,,
4579,C50H93O18P,14.393,1012.6114,,FBF,55.26,FBF,,,
4580,C50H77O18P,22.862,996.482,,FBF,73.72,FBF,,,
4581,C51H91O18P,13.691,1022.6038,,FBF,61.99,FBF,,,
4582,C52H93O18P,13.873,1036.6128,,FBF,60.23,FBF,,,
4583,C53H95O18P,13.743,1050.617,,FBF,50.35,FBF,,,
4584,C54H103O18P,5.166,1070.6846,,FBF,65.81,FBF,,,
4585,C55H95O18P,5.166,1074.6355,,FBF,53.63,FBF,,,
4586,C49H83O23P,20.915,1070.5016,,FBF,66.68,FBF,,,
4587,C23H46O15P2,6.231,624.2267,,FBF,65.83,FBF,,,
4588,C23H44O15P2,6.361,622.2175,,FBF,59.44,FBF,,,
4589,C27H52O15P2,9.402,678.2762,,FBF,51.95,FBF,,,
4590,C29H50O15P2,13.353,700.263,,FBF,64.14,FBF,,,
4591,C31H54O15P2,15.016,728.2953,,FBF,72.77,FBF,,,
4592,C32H64O15P2,14.912,750.3672,,FBF,52.03,FBF,,,
4593,C33H58O15P2,12.755,756.3321,,FBF,53.19,FBF,,,
4594,C35H66O15P2,4.671,788.3865,,FBF,85.16,FBF,21727273.0,15.77,4512959.0
